Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
BLOOMINGTON PD,B1913006,MONROE,PERRY,BLOOMINGTON,4/1/19,6:30 PM,1,0,1,0,0,,KIRKWOOD,AVE,,,,W KIRKWOOD,ROGERS,,,,Y,,,,39.16661,-86.5387,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT/RIGHT TURN,SROGERSSTWKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1850355,MONROE,BLOOMINGTON,BLOOMINGTON,12/10/18,4:10 PM,1,0,1,0,0,,E 4TH,ST,,,,E 4TH,S DUNN,,,,Y,,,,39.165648,-86.528144,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E4THSTSDUNNST,1,STOP SIGN
BLOOMINGTON PD,B1936786,MONROE,BLOOMINGTON,BLOOMINGTON,9/1/19,11:15 AM,1,0,1,0,0,,WALNUT,ST,,,,S WALNUT,BURKS,,,,Y,,250,N,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,LEFT TURN,EBURKSDRSWALNUTST,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,201310,MONROE,BLOOMINGTON,BLOOMINGTON,8/17/20,10:55 AM,1,0,1,0,0,801,E STATE ROAD 45 46,RD,,,,E STATE ROAD 45 46,,,,,Y,,,,39.18758717,-86.52442033,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,ESTATEROAD4546RD,1,NONE
MONROE SD,M21A14102,MONROE,RICHLAND,BLOOMINGTON,5/23/21,6:48 PM,1,0,1,0,0,,WOODYARD,RD,,,,WOODYARD,LOESCH,,,,N,,,,39.193664,-86.590994,COUNTY ROAD,Y,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,LOESCHRDWOODYARDRD,1,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,2.021E+11,MONROE,VAN BUREN,BLOOMINGTON,9/2/21,3:44 PM,1,,1,0,0,,W Karst Farm Park Dr,,,,,W Karst Farm Park Dr,S. Endwright Rd.,,,,N,,500,,39.14097908,-86.59867846,COUNTY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,WKarstFarmParkDrS.EndwrightRd.,1,
INDIANA UNIV BLOOMINGTON PD,212814,MONROE,BLOOMINGTON,BLOOMINGTON,9/27/21,8:00 AM,1,0,0,0,0,,UNION,ST,,,,UNION,LAW,,,,Y,,,,39.172319,-86.509656,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,LAWLNUNIONST,1,STOP SIGN
BLOOMINGTON PD,B22-02889,MONROE,BLOOMINGTON,BLOOMINGTON,1/26/22,6:20 PM,1,,1,0,0,,N INDIANA AVE,,,,,N INDIANA AVE,E 10TH ST,,,,Y,,0,,39.17168259,-86.52697912,,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NINDIANAAVEE10THST,1,
INDIANA UNIV BLOOMINGTON PD,212580,MONROE,BLOOMINGTON,BLOOMINGTON,9/15/21,10:48 AM,1,0,1,0,0,,E 11TH,ST,,,,E 11TH,FEE,,,,Y,,,,39.173268,-86.5189,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,E11THSTFEELN,1,STOP SIGN
BLOOMINGTON PD,B2135027,MONROE,BLOOMINGTON,BLOOMINGTON,9/30/21,6:10 AM,1,0,0,0,0,,N WASHINGTON,ST,,,,N WASHINGTON,E 10TH,,,,Y,,,,39.171728,-86.5324,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,E10THSTNWASHINGTONST,1,NONE
BLOOMINGTON PD,B22-17806,MONROE,PERRY,BLOOMINGTON,5/15/22,6:15 AM,1,,1,0,0,,W GATEWOOD DR,,,,,W GATEWOOD DR,W WOODHILL DR,,,,Y,,0,,39.15725803,-86.55000634,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,UNDER $1001,RAN OFF ROAD,WWOODHILLDRWGATEWOODDR,1,
BLOOMINGTON PD,B22-39140,MONROE,BLOOMINGTON,BLOOMINGTON,9/26/22,5:32 PM,1,,1,0,0,,N INDIANA AVE,,,,,N INDIANA AVE,E 10TH ST,,,,Y,,0,,39.17165308,-86.52696819,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,NINDIANAAVEE10THST,1,
MONROE SD,M22A27573,MONROE,PERRY,BLOOMINGTON,11/9/22,5:54 PM,1,,1,0,0,,S EAGLEVIEW DR,,,,,S EAGLEVIEW DR,W THAT RD,,,,N,,0,,39.11468358,-86.54627985,,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN ROAD,WTHATRDSEAGLEVIEWDR,1,
BLOOMINGTON PD,B22-46195,MONROE,PERRY,BLOOMINGTON,11/4/22,2:57 PM,1,,1,0,0,,S RENWICK BLVD,,,,,S RENWICK BLVD,E SEMINARY DR,,,,Y,,0,,39.14627452,-86.50119389,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SRENWICKBLVDESEMINARYDR,1,
BLOOMINGTON PD,B23-14937,MONROE,PERRY,BLOOMINGTON,3/25/23,2:00 PM,1,,1,0,0,,W 2ND ST,,,,,W 2ND ST,S COLLEGE AVE,,,,N,,30,,39.16137041,-86.53502091,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,W2NDSTSCOLLEGEAVE,1,
BLOOMINGTON PD,92713101,MONROE,BLOOMINGTON,BLOOMINGTON,9/27/13,7:50 AM,1,0,0,0,0,,7TH,ST,,,,7TH ST,MADISON,,,,Y,OTHER,50,E,39.16857988,-86.53740458,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,7THSTMADISONST,1,OTHER REGULATORY SIGN/MARKING
BLOOMINGTON PD,90413089,MONROE,BLOOMINGTON,BLOOMINGTON,9/4/13,9:43 AM,1,0,1,0,0,,W 3RD,ST,,,,W 3RD ST,S LANDMARK,,,,Y,OTHER,,,39.16442983,-86.55630983,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,CURBED,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,BRAKE FAILURE OR DEFECTIVE,UNDER $1001,REAR END,SLANDMARKAVEW3RDST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,92613204,MONROE,PERRY,BLOOMINGTON,9/26/13,5:24 PM,1,0,1,0,0,,COUNTRY CLUB,DR,,,,COUNTRY CLUB DR,BANTA,,,,Y,OTHER,,,39.13624987,-86.54482997,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,HEAD ON BETWEEN TWO MOTOR VEHICLES,BANTAAVECOUNTRYCLUBDR,1,NONE
BLOOMINGTON PD,61514161,MONROE,PERRY,BLOOMINGTON,6/15/14,3:30 PM,1,0,1,0,0,,CLARIZZ,BLVD,,,,CLARIZZ BLVD,E 3RD,,,,N,OTHER,,,39.16424,-86.4908,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,CLARIZZBLVDE3RDST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,80414142,MONROE,BLOOMINGTON,BLOOMINGTON,8/4/14,3:00 PM,1,0,1,0,0,,W 11TH,ST,,,,W 11TH ST,N LINDBERGH,,,,Y,PRIVATE,,,39.173344,-86.552592,LOCAL/CITY ROAD,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,SAME DIRECTION SIDESWIPE,NLINDBERGHDRW11THST,1,NONE
BLOOMINGTON PD,B1407631,MONROE,BLOOMINGTON,BLOOMINGTON,9/25/14,6:25 PM,1,0,1,0,0,2125,HIGHLAND,AVE,,,,HIGHLAND AVE,,,,,Y,PRIVATE,,,39.14185333,-86.51425933,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,HIGHLANDAVE,1,LANE CONTROL
BLOOMINGTON PD,72814218,MONROE,PERRY,BLOOMINGTON,7/28/14,7:42 PM,1,0,1,0,0,,WALNUT SPRINGS,DR,,,,WALNUT SPRINGS DR,BURKS,,,,Y,OTHER,,,39.12654027,-86.52873001,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,BURKSDRWALNUTSPRINGSDR,1,NONE
INDIANA UNIV BLOOMINGTON PD,142328,MONROE,BLOOMINGTON,BLOOMINGTON,9/8/14,4:16 PM,1,0,0,0,0,,N JORDAN,AVE,,,,N JORDAN AVE,E 7TH,,,,Y,OTHER,,,39.168944,-86.516016,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT ANGLE,E7THSTNJORDANAVE,1,STOP SIGN
BLOOMINGTON PD,82614321,MONROE,PERRY,BLOOMINGTON,8/26/14,9:40 PM,1,0,1,0,0,,3RD,ST,,,,3RD ST,GRANT,,,,Y,OTHER,,,39.16464,-86.529728,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,$1001 TO $2500,RIGHT ANGLE,3RDSTGRANTST,1,NONE
INDIANA UNIV BLOOMINGTON PD,151262,MONROE,BLOOMINGTON,BLOOMINGTON,4/26/15,8:40 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,LAW,,,,Y,,500,N,39.17476808,-86.51466999,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,JORDANAVELAWLN,1,NONE
BLOOMINGTON PD,B1418186,MONROE,BLOOMINGTON,BLOOMINGTON,12/11/14,1:30 PM,1,0,1,0,0,,6TH,,,,,6TH,MADISON,,,,Y,,,,39.167664,-86.537296,LOCAL/CITY ROAD,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,UNDER $1001,SAME DIRECTION SIDESWIPE,6THSTMADISONST,1,STOP SIGN
MONROE SD,M15A9211,MONROE,PERRY,BLOOMINGTON,5/5/15,6:52 PM,1,0,1,0,0,,S FAIRFAX,RD,,,,S FAIRFAX,E RAMP CREEK,,,,Y,,,,39.07114998,-86.50319002,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,LEFT TURN,ERAMPCREEKRDSFAIRFAXRD,1,STOP SIGN
BLOOMINGTON PD,B1541369,MONROE,BLOOMINGTON,BLOOMINGTON,9/28/15,5:20 PM,1,0,1,0,0,,OLD STATE ROAD 37,RD,,,,OLD STATE ROAD 37,HILLVIEW,,,,Y,,,,39.207984,-86.529568,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$1001 TO $2500,RIGHT ANGLE,HILLVIEWDROLDSTATEROAD37RD,1,STOP SIGN
BLOOMINGTON PD,B1611668,MONROE,PERRY,BLOOMINGTON,3/28/16,7:35 PM,1,0,1,0,0,,W 2ND,ST,,,,W 2ND,S MORTON,,,,Y,,,,39.161472,-86.53624,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SMORTONSTW2NDST,1,OTHER
BLOOMINGTON PD,B1648557,MONROE,BLOOMINGTON,BLOOMINGTON,12/6/16,8:56 AM,1,0,0,0,0,,N MAPLE,ST,,,,N MAPLE,W 4TH,,,,Y,,,,39.165712,-86.542096,LOCAL/CITY ROAD,,N,Y,URBAN,N,Y,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,SAME DIRECTION SIDESWIPE,NMAPLESTW4THST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,170230,MONROE,BLOOMINGTON,BLOOMINGTON,1/29/17,2:25 PM,1,0,0,0,0,,10TH,ST,,,,10TH,CAMPBELL,,,,Y,,,,39.17158999,-86.51394031,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,10THSTCAMPBELLDR,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,162083,MONROE,BLOOMINGTON,BLOOMINGTON,9/9/16,5:35 PM,1,0,1,0,0,,10TH,ST,,,,10TH,SUNRISE,,,,Y,,,,39.17157993,-86.51247985,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,UNDER $1001,RIGHT TURN,10THSTSUNRISEAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1632841,MONROE,BLOOMINGTON,BLOOMINGTON,8/20/16,3:40 PM,1,0,1,0,0,,INDIANA,AVE,,,,INDIANA,KIRKWOOD,,,,Y,,,,39.16664,-86.526896,LOCAL/CITY ROAD,,,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,INDIANAAVEKIRKWOODAVE,1,STOP SIGN
BLOOMINGTON PD,B1733067,MONROE,PERRY,BLOOMINGTON,8/17/17,1:12 PM,1,0,1,0,0,,E 3RD,ST,,,,E 3RD,S WOODSCREST,,,,Y,,,,39.16427,-86.50253,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FIVE POINT OR MORE,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,E3RDSTSWOODSCRESTDR,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1706417,MONROE,BLOOMINGTON,BLOOMINGTON,2/20/17,5:14 PM,1,0,,0,0,,E KIRKWOOD,AVE,,,,E KIRKWOOD,S DUNN,,,,Y,,,,39.16664,-86.528192,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,EKIRKWOODAVESDUNNST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,171120,MONROE,PERRY,BLOOMINGTON,4/27/17,12:15 AM,1,0,1,0,0,,S JORDAN,AVE,,,,S JORDAN,E ATWATER,,,,Y,,,,39.163168,-86.516384,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,$2501 TO $5000,LEFT TURN,EATWATERAVESJORDANAVE,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,172584,MONROE,BLOOMINGTON,BLOOMINGTON,10/26/17,2:27 PM,1,0,1,0,0,,10TH,ST,,,,10TH,FEE,,,,Y,,80,E,39.17158095,-86.51840575,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,$1001 TO $2500,SAME DIRECTION SIDESWIPE,10THSTFEELN,1,NONE
BLOOMINGTON PD,B1743062,MONROE,BLOOMINGTON,BLOOMINGTON,10/19/17,3:29 PM,1,0,1,0,0,,3RD,ST,,,,3RD,LANDMARK,,,,Y,,,,39.16443,-86.55631,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,LEFT/RIGHT TURN,3RDSTLANDMARKAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1813427,MONROE,BLOOMINGTON,BLOOMINGTON,4/5/18,3:37 PM,1,0,1,0,0,,E 7TH,ST,,,,E 7TH,,,,,Y,,,,39.167648,-86.500096,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E7THSTSR46N,1,STOP SIGN
BLOOMINGTON PD,B1813421,MONROE,PERRY,BLOOMINGTON,4/5/18,2:43 PM,1,0,1,0,0,,S WALNUT,ST,,,,S WALNUT,W COUNTRY CLUB,,,,Y,,,,39.1361,-86.531055,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SWALNUTSTWCOUNTRYCLUBRD,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1818063,MONROE,BLOOMINGTON,BLOOMINGTON,5/4/18,10:50 AM,2,0,0,0,0,105,E WINSLOW,RD,,,,E WINSLOW,,,,,Y,,,,39.13657,-86.53004,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,$1001 TO $2500,RIGHT ANGLE,EWINSLOWRD,0,NONE
BLOOMINGTON PD,B1843162,MONROE,PERRY,BLOOMINGTON,10/19/18,8:20 PM,1,0,1,0,0,,EAST MILLER,DR,,,,EAST MILLER,SOUTH WALNUT,,,,Y,,,,39.146944,-86.532544,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,EASTMILLERDRSOUTHWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1832587,MONROE,BLOOMINGTON,BLOOMINGTON,8/13/18,8:45 AM,1,0,1,0,0,,W 3RD,ST,,,,W 3RD,SR 37,,,,Y,,,,39.164752,-86.573104,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,SR37W3RDST,1,YIELD SIGN
INDIANA UNIV BLOOMINGTON PD,181774,MONROE,BLOOMINGTON,BLOOMINGTON,8/22/18,7:55 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,ATWATER,,,,Y,,,,39.1631,-86.5164,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,ATWATERAVEJORDANAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1820609,MONROE,PERRY,BLOOMINGTON,5/22/18,6:00 PM,1,0,1,0,0,,W 1ST,ST,,,,W 1ST,S MORTON,,,,Y,,,,39.159472,-86.536272,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SMORTONSTW1STST,1,NONE
BLOOMINGTON PD,B1845850,MONROE,BLOOMINGTON,BLOOMINGTON,11/6/18,4:16 PM,1,0,0,0,0,,HIGH,ST,,,,HIGH,THIRD,,,,Y,,50,S,39.15888284,-86.508365,LOCAL/CITY ROAD,,N,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,HIGHSTTHIRDST,1,NONE
BLOOMINGTON PD,B1827923,MONROE,PERRY,BLOOMINGTON,7/13/18,8:50 AM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT,ALLEN,,,,Y,,,,39.155648,-86.5336,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,ALLENSTWALNUTST,1,OTHER
BLOOMINGTON PD,B1920140,MONROE,BLOOMINGTON,BLOOMINGTON,5/17/19,5:27 PM,1,0,1,0,0,,EAST 10TH,ST,,,,EAST 10TH,NORTH DUNN,,,,Y,,,,39.17168,-86.528256,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,EAST10THSTNORTHDUNNST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,190389,MONROE,BLOOMINGTON,BLOOMINGTON,2/12/19,5:30 PM,1,0,0,0,0,,TENTH,ST,,,,TENTH,UNION,,,,Y,,500,W,39.17157,-86.50930674,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,UNDER $1001,LEFT TURN,TENTHSTUNIONST,1,NONE
INDIANA UNIV BLOOMINGTON PD,190495,MONROE,BLOOMINGTON,BLOOMINGTON,2/23/19,6:30 PM,1,0,1,0,0,,10TH,ST,,,,E 10TH,SUNRISE,,,,Y,,,,39.17158,-86.51248,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,Y,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,E10THSTNSUNRISEDR,1,TRAFFIC CONTROL SIGNAL
