_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
1620,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,1:10 AM,1,0,0,0,0,"","","",E 7TH ST,N SUNRISE DR,"",,"",39.168537,-86.512407,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,CONCRETE,UNSAFE BACKING,OTHER - EXPLAIN IN NARRATIVE,E7THSTNSUNRISEDR,NONE
1621,BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,8:31 AM,1,0,0,0,0,"","","",S SUGAR MAPLE CIR,S WOODSIDE DR,"",,"",39.156288,-86.5888,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SSUGARMAPLECIRSWOODSIDEDR,NONE
1622,MONROE SD,BLOOMINGTON,2021-07-21T00:00:00,8:51 AM,1,0,0,0,0,"","","",S STRAIN RIDGE RD,E SMITHVILLE RD,"",,"",39.07112,-86.507008,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,ESMITHVILLERDSSTRAINRIDGERD,STOP SIGN
1623,BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,9:27 AM,2,0,0,0,0,"","","",S SARE RD,E CATHCART ST,"",,"",39.14885175,-86.49920105,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,CATHCARTSTSARERD,STOP SIGN
1624,BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,9:50 AM,1,1,0,0,0,"","","",S CORY LN,ENTRANCE TO LOYAL ORDER OF THE MOOSE,"",380,S,39.164544,-86.560096,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,SOUTHCORYLNWESTCORYDR,LANE CONTROL
1625,BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,1:30 PM,3,0,0,0,0,"","","",E HILLSIDE DR,S HIGHLAND AVE,"",,"",39.15053,-86.516971,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,EHILLSIDEAVESHIGHLANDAVE,STOP SIGN
1626,MONROE SD,BLOOMINGTON,2021-07-21T00:00:00,3:22 PM,1,0,1,0,0,"","","",W GIFFORD RD,"","",279,E,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,APPLETREEPLWESTGIFFORDRD,NONE
1627,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,4:30 PM,2,1,1,0,0,"","","",SR 45/46,E 17TH ST,"",,"",0,0,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL
1628,MONROE SD,BLOOMINGTON,2021-07-21T00:00:00,7:25 PM,1,0,1,0,0,"","","",W OLD SR 37,"","",500,N,39.28909855,-86.51842001,STATE ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,FOXHOLLOWRDSR37N,NONE
1629,BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,7:40 PM,2,0,0,0,0,"","","",S WALNUT ST,W 4TH ST,"",,"",39.165601,-86.533635,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,FOURTHSTWALNUTST,TRAFFIC CONTROL SIGNAL
1630,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,9:32 PM,1,0,0,0,0,150,"","",N ROSE AVE,E JONES AVE,"",,"",39.166138,-86.510364,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NROSEAVE,NONE
1631,BLOOMINGTON PD,BLOOMINGTON,2021-07-21T00:00:00,9:48 PM,2,0,1,0,0,"","",118,I-69 S,SR 48,"",100,S,0,0,STATE ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,RIGHT TURN,SR37S117,NONE
1632,ISP BLOOMINGTON 33,BLOOMINGTON,2021-07-20T00:00:00,7:30 AM,1,,0,0,0,"","","",I-69 N,"","",800,S,39.06850797,-86.67337201,INTERSTATE,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,"","",I69800'southof106.5MM,""
1633,BLOOMINGTON PD,BLOOMINGTON,2021-07-20T00:00:00,11:45 AM,2,0,0,0,0,"","","",W ARLINGTON VALLEY DR,N WILLIS DR,"",75,W,39.1828,-86.54429668,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,ARLINGTONVALLEYRDNWILLISDR,LANE CONTROL
1634,BLOOMINGTON PD,BLOOMINGTON,2021-07-20T00:00:00,12:07 PM,2,0,0,0,0,"","","",SR 46,S CLARIZZ BLVD,"",,"",39.16424,-86.4908,LOCAL/CITY ROAD,N,URBAN,N,N,B,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSCLARIZZBLVD,TRAFFIC CONTROL SIGNAL
1635,BLOOMINGTON PD,BLOOMINGTON,2021-07-20T00:00:00,4:26 PM,1,0,0,0,0,"","","",SR 45,N GRANDVIEW DR,"",150,W,39.17184,-86.487488,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,E10THSTGRANDVIEWDR,LANE CONTROL
1636,BLOOMINGTON PD,BLOOMINGTON,2021-07-20T00:00:00,4:33 PM,2,0,0,0,0,"","","",W 2ND ST,S ROGERS ST,"",,"",39.16138,-86.53867,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SOUTHROGERSSTWEST2NDST,TRAFFIC CONTROL SIGNAL
1637,BLOOMINGTON PD,BLOOMINGTON,2021-07-20T00:00:00,4:55 PM,2,0,1,0,0,"","","",S MULLER PKWY,ENTRANCE TO LONGVIEW MOBILE PARK (E),"",250,S,39.13803298,-86.562709,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SMULLERPKWYW3RDST,NONE
1638,MONROE SD,BLOOMINGTON,2021-07-20T00:00:00,5:22 PM,2,0,0,0,0,"","","",W TAPP RD,I-69 S,"",,"",0,0,COUNTY ROAD,Y,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,SAME DIRECTION SIDESWIPE,I69SWTAPPRD,YIELD SIGN
1639,BLOOMINGTON PD,BLOOMINGTON,2021-07-19T00:00:00,5:50 AM,2,0,0,0,0,"","","",S STULL AVE,"","",300,N,39.15336,-86.524688,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,GRIMESLNSTULLAVE,NONE
1640,BLOOMINGTON PD,BLOOMINGTON,2021-07-19T00:00:00,1:58 PM,2,0,0,0,0,"","","",S GRIMES LN,S MORTON ST,"",,"",39.15344,-86.536304,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SGRIMESLNSMORTONST,LANE CONTROL
1641,MONROE SD,BLOOMINGTON,2021-07-19T00:00:00,4:38 PM,2,0,1,0,0,"","","",SR 37,"","",500,N,39.16424,-86.480688,STATE ROAD,Y,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,SMITHVILLERDSR37N,NONE
1642,BLOOMINGTON PD,BLOOMINGTON,2021-07-19T00:00:00,5:30 PM,4,0,0,0,0,"","","",N WALNUT ST,W 7TH ST,"",,"",39.16864,-86.533568,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,RIGHT ANGLE,7THSTWALNUTST,TRAFFIC CONTROL SIGNAL
1643,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-19T00:00:00,8:59 PM,2,0,2,0,0,"","","",SR 45/46,N FEE LN,"",,"",0,0,STATE ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,MATLOCKRDSR46,TRAFFIC CONTROL SIGNAL
1644,BLOOMINGTON PD,BLOOMINGTON,2021-07-18T00:00:00,12:00 AM,2,0,0,0,0,1469,"","",W ALLEN ST (W/I WHITTINGTON COMMONS),"","",,"",39.15456,-86.5500183,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,WALLENST,NONE
1645,BLOOMINGTON PD,BLOOMINGTON,2021-07-18T00:00:00,1:45 PM,2,0,0,0,0,"","","",E 6TH ST,N WALNUT ST,"",50,W,39.167648,-86.533584,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,E6THSTNWALNUTST,NONE
1646,MONROE SD,BLOOMINGTON,2021-07-18T00:00:00,5:29 PM,2,0,0,0,0,6140,"","",W DUVALL RD,"","",1000,N,39.08199462,-86.619792,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,DUVALLRDKOONTZRD,NONE
1647,BLOOMINGTON PD,BLOOMINGTON,2021-07-18T00:00:00,7:00 PM,2,0,0,0,0,204,"","",S WESTPLEX AVE,"","",,"",39.18056,-86.543968,UNKNOWN,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HEAD ON BETWEEN TWO MOTOR VEHICLES,SWESTPLEXAVE,NONE
1648,ELLETTSVILLE PD,ELLETTSVILLE,2021-07-18T00:00:00,7:49 PM,2,0,0,0,0,"","","",SR 46,S PARK ST,"",,"",39.2292755,-86.618466,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,PARKSTTEMPERANCEST,NONE
1649,BLOOMINGTON PD,BLOOMINGTON,2021-07-17T00:00:00,12:35 AM,2,0,0,0,0,"","","",N WALNUT ST,SR 45/46,"",,"",39.186368,-86.5344,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ESR4546RDNWALNUTST,TRAFFIC CONTROL SIGNAL
1650,ELLETTSVILLE PD,BLOOMINGTON,2021-07-17T00:00:00,1:30 AM,1,,0,0,1,"","","",W RATLIFF RD,N STARNES RD,"",0,"",39.21690187,-86.66063962,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,WRatliffRdNStarnesRd,""
1651,ELLETTSVILLE PD,ELLETTSVILLE,2021-07-17T00:00:00,12:00 PM,2,0,0,0,0,"","","",SR 46,N OUTBACK RD,"",,"",39.215152,-86.5928,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SR46WUNIONVALLEYDR,TRAFFIC CONTROL SIGNAL
1652,BLOOMINGTON PD,BLOOMINGTON,2021-07-17T00:00:00,7:13 PM,1,0,0,0,0,"","","",N ADAMS ST,INDIANA RAILROAD BRIDGE,"",33,S,39.16626897,-86.549643,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERSIZE/OVERWEIGHT LOAD,OTHER - EXPLAIN IN NARRATIVE,FOUNTAINDRNADAMSST,OTHER
1653,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-17T00:00:00,9:50 PM,2,0,0,0,0,"","","",N WOODLAWN AVE,E 9TH ST,"",,"",39.170431,-86.523479,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,REAR END,NINTHSTWOODLAWNAVE,NONE
1654,MONROE SD,BLOOMINGTON,2021-07-16T00:00:00,2:30 AM,1,0,0,0,0,"","","",I-69 S,"","",200,S,0,0,STATE ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WATER (STANDING OR MOVING),"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,SR69S125.5,LANE CONTROL
1655,MONROE SD,BLOOMINGTON,2021-07-16T00:00:00,9:10 AM,2,2,0,0,0,"","","",S VICTOR PIKE,"","",2800,S,39.093088,-86.559312,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,SVICTORPIKEWDILLMANRD,NONE
1656,BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,1:27 PM,1,0,1,0,0,"","","",E SOUTHERN DR,S HENDERSON ST,"",50,W,39.14984,-86.52712037,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,HENDERSONSTSOUTHERNDR,NONE
1657,BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,1:47 PM,2,0,2,0,0,"","","",E MOORES PIKE,S HIGH ST,"",50,E,39.150544,-86.508288,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTMOORESPIKESOUTHHIGHST,TRAFFIC CONTROL SIGNAL
1658,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,3:10 PM,2,0,0,0,0,"","","",S CLIFTON AVE,E 3RD ST,"",,"",39.16426,-86.5097,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,CLIFTONAVETHIRDST,STOP SIGN
1659,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,3:40 PM,2,0,0,0,0,"","","",SR 45/46,N FEE LN,"",,"",39.186032,-86.51984,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,FEELNSR46E,TRAFFIC CONTROL SIGNAL
1660,BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,4:26 PM,2,0,0,0,0,"","","",S WALNUT ST,E 3RD ST,"",100,S,39.16464,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST3RDSTSOUTHWALNUTST,TRAFFIC CONTROL SIGNAL
1661,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,4:45 PM,2,0,1,0,0,"","","",SR 45/46,E 10TH ST,"",,"",0,0,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46UNIONVILLERD,TRAFFIC CONTROL SIGNAL
1662,MONROE SD,BLOOMINGTON,2021-07-16T00:00:00,5:54 PM,1,0,0,0,0,"","","",I-69 S,"","",4600,S,0,0,INTERSTATE,N,RURAL,N,Y,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,ESAMPLERDI69S,NONE
1663,BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,9:15 PM,2,0,0,0,0,"","","",SR 46,E 3RD ST,"",,"",39.16424,-86.473296,STATE ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTSR46E,TRAFFIC CONTROL SIGNAL
1664,BLOOMINGTON PD,BLOOMINGTON,2021-07-16T00:00:00,10:15 PM,2,0,0,0,0,"","","",S WALNUT ST,E HILLSIDE DR,"",,"",39.150544,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,Y,N,"",DARK (NOT LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,RIGHT ANGLE,HILLSIDEDRSWALNUTST,TRAFFIC CONTROL SIGNAL
1665,MONROE SD,BLOOMINGTON,2021-07-15T00:00:00,12:20 AM,1,0,0,0,0,"","","",I-69 S,"","",0,S,0,0,INTERSTATE,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,I69S113.0,LANE CONTROL
1666,MONROE SD,BLOOMINGTON,2021-07-15T00:00:00,6:19 AM,2,0,0,0,0,"","","",N LOESCH RD,W VERNAL PIKE,"",,"",39.186352,-86.592896,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,HEAD ON BETWEEN TWO MOTOR VEHICLES,NLOESCHRDWVERNALPIKE,STOP SIGN
1667,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,6:43 AM,1,0,0,0,0,"","","",W 2ND ST,ENTRANCE TO KROGER (E),"",50,W,39.16144,-86.534848,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,COLLEGEAVEW2NDST,NONE
1668,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,7:55 AM,2,0,0,0,0,"","","",W BLOOMFIELD RD,S STONE DR,"",,"",39.152848,-86.566592,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,BLOOMFIELDRDSTONEDR,LANE CONTROL
1669,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,10:14 AM,2,0,0,0,0,"","","",S WALNUT ST,E 2ND ST,"",,"",39.161363,-86.533648,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ESECONDSTSWALNUTST,TRAFFIC CONTROL SIGNAL
1670,ISP BLOOMINGTON 33,BLOOMINGTON,2021-07-15T00:00:00,10:40 AM,3,,0,0,0,"","","",SR 45/46,N KINSER PIKE,"",0,"",39.18652705,-86.53763472,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,StateRd46NKinserPike,""
1671,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,12:30 PM,2,0,0,0,0,"","","",E 4TH ST,S GRANT ST,"",,"",39.165648,-86.529712,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,E4THSTSGRANTST,STOP SIGN
1672,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,2:14 PM,2,0,0,0,0,"","","",N MADISON ST,W 14TH ST,"",,"",39.176048,-86.537696,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,CURVE/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,NORTHMADISONSTWEST14THST,LANE CONTROL
1673,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,4:02 PM,2,0,0,0,0,"","","",SR 48,S GATES DR,"",,"",39.16466,-86.576125,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SGATESDRW3RDST,LANE CONTROL
1674,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,4:10 PM,2,0,0,0,0,"","","",W ALEXANDER DR,ENTRANCE TO LOWE'S,"",150,W,39.1687823,-86.57355671,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ALEXANDERDRNORTHJACOBDR,STOP SIGN
1675,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,4:27 PM,3,0,1,0,0,"","","",E MOORES PIKE,S CLARIZZ BLVD,"",,"",39.150326,-86.491312,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EMOORESPIKESCLARIZZBLVD,STOP SIGN
1676,BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,5:06 PM,2,0,1,0,0,"","","",S WALNUT ST PIKE,ENTRANCE TO COLLEGE SQUARE APARTMENTS,"",300,N,39.1583618,-86.5313811,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EBURKSDRSWALNUTSTREETPIKE,NONE
1677,MONROE SD,BLOOMINGTON,2021-07-15T00:00:00,5:15 PM,2,1,0,0,0,"","","",SR 37,W DILLMAN RD,"",300,S,39.0612997,-86.546052,STATE ROAD,N,RURAL,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SR37NWDILLMANRD,LANE CONTROL
1678,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-07-15T00:00:00,5:30 PM,2,0,0,0,0,"","","",SR 45/46,SR 45,"",,"",0,0,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL
