Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
BLOOMINGTON PD,B1913006,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,KIRKWOOD,AVE,,,,W KIRKWOOD,ROGERS,,,,Y,,,,39.16661,-86.5387,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT/RIGHT TURN,SROGERSSTWKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL,2019-04-01 18:30:00,
BLOOMINGTON PD,B1850355,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 4TH,ST,,,,E 4TH,S DUNN,,,,Y,,,,39.165648,-86.528144,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E4THSTSDUNNST,1,STOP SIGN,2018-12-10 16:10:00,
BLOOMINGTON PD,B1936786,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,WALNUT,ST,,,,S WALNUT,BURKS,,,,Y,,250.0,N,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,LEFT TURN,EBURKSDRSWALNUTST,1,LN CONTROL,2019-09-01 11:15:00,
INDIANA UNIV BLOOMINGTON PD,201310,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,801.0,E ST RD 45 46,RD,,,,E ST RD 45 46,,,,,Y,,,,39.18758717,-86.52442033,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,ESTATERD4546RD,1,NONE,2020-08-17 10:55:00,
MONROE SD,M21A14102,MONROE,RICHLAND,BLOOMINGTON,1,0.0,1.0,0,0,,WOODYARD,RD,,,,WOODYARD,LOESCH,,,,N,,,,39.193664,-86.590994,COUNTY RD,Y,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,COLLISION WITH OBJECT IN RD,LOESCHRDWOODYARDRD,1,TRAFFIC CONTROL SIGNAL,2021-05-23 18:48:00,
ISP BLOOMINGTON 33,2.021E+11,MONROE,VAN BUREN,BLOOMINGTON,1,,1.0,0,0,,W Karst Farm Park Dr,,,,,W Karst Farm Park Dr,S Endwright Rd.,,,,N,,500.0,,39.14097908,-86.59867846,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,WKarstFarmParkDrS.EndwrightRd.,1,,2021-09-02 15:44:00,
INDIANA UNIV BLOOMINGTON PD,212814,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,UNION,ST,,,,UNION,LAW,,,,Y,,,,39.172319,-86.509656,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,LAWLNUNIONST,1,STOP SIGN,2021-09-27 08:00:00,
BLOOMINGTON PD,B22-02889,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0,0,,N INDIANA AVE,,,,,N INDIANA AVE,E 10TH ST,,,,Y,,0.0,,39.17168259,-86.52697912,,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NINDIANAAVEE 10THST,1,,2022-01-26 18:20:00,
INDIANA UNIV BLOOMINGTON PD,212580,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 11TH,ST,,,,E 11TH,FEE,,,,Y,,,,39.173268,-86.5189,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,E11THSTFEELN,1,STOP SIGN,2021-09-15 10:48:00,
BLOOMINGTON PD,B2135027,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,N WASHINGTON,ST,,,,N WASHINGTON,E 10TH,,,,Y,,,,39.171728,-86.5324,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,E 10THSTNWASHINGTONST,1,NONE,2021-09-30 06:10:00,
BLOOMINGTON PD,B22-17806,MONROE,PERRY,BLOOMINGTON,1,,1.0,0,0,,W GATEWOOD DR,,,,,W GATEWOOD DR,W WOODHILL DR,,,,Y,,0.0,,39.15725803,-86.55000634,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LN,UNDER $1001,RAN OFF RD,WWOODHILLDRWGATEWOODDR,1,,2022-05-15 06:15:00,
BLOOMINGTON PD,B22-39140,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0,0,,N INDIANA AVE,,,,,N INDIANA AVE,E 10TH ST,,,,Y,,0.0,,39.17165308,-86.52696819,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,NINDIANAAVEE 10THST,1,,2022-09-26 17:32:00,
MONROE SD,M22A27573,MONROE,PERRY,BLOOMINGTON,1,,1.0,0,0,,S EAGLEVIEW DR,,,,,S EAGLEVIEW DR,W THAT RD,,,,N,,0.0,,39.11468358,-86.54627985,,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN RD,WTHATRDSEAGLEVIEWDR,1,,2022-11-09 17:54:00,
BLOOMINGTON PD,B22-46195,MONROE,PERRY,BLOOMINGTON,1,,1.0,0,0,,S RENWICK BLVD,,,,,S RENWICK BLVD,E SEMINARY DR,,,,Y,,0.0,,39.14627452,-86.50119389,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SRENWICKBLVDESEMINARYDR,1,,2022-11-04 14:57:00,
BLOOMINGTON PD,B23-14937,MONROE,PERRY,BLOOMINGTON,1,,1.0,0,0,,W 2ND ST,,,,,W 2ND ST,S COLLEGE AVE,,,,N,,30.0,,39.16137041,-86.53502091,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,W 2NDSTSCOLLEGEAVE,1,,2023-03-25 14:00:00,
BLOOMINGTON PD,92713101,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,7TH,ST,,,,7TH ST,MADISON,,,,Y,OTHER,50.0,E,39.16857988,-86.53740458,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,7THSTMADISONST,1,OTHER REGULATORY SIGN/MARKING,2013-09-27 07:50:00,
BLOOMINGTON PD,90413089,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,W 3RD,ST,,,,W 3RD ST,S LANDMARK,,,,Y,OTHER,,,39.16442983,-86.55630983,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,CURBED,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,BRAKE FAILURE OR DEFECTIVE,UNDER $1001,REAR END,SLANDMARKAVEW 3RDST,1,TRAFFIC CONTROL SIGNAL,2013-09-04 09:43:00,
BLOOMINGTON PD,92613204,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,COUNTRY CLUB,DR,,,,COUNTRY CLUB DR,BANTA,,,,Y,OTHER,,,39.13624987,-86.54482997,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,HEAD ON BETWEEN TWO MOTOR VEHICLES,BANTAAVECOUNTRYCLUBDR,1,NONE,2013-09-26 17:24:00,
BLOOMINGTON PD,61514161,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,CLARIZZ,BLVD,,,,CLARIZZ BLVD,E 3RD,,,,N,OTHER,,,39.16424,-86.4908,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,CLARIZZBLVDE 3RDST,1,TRAFFIC CONTROL SIGNAL,2014-06-15 15:30:00,
BLOOMINGTON PD,80414142,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,W 11TH,ST,,,,W 11TH ST,N LINDBERGH,,,,Y,PRIVATE,,,39.173344,-86.552592,LOCAL/CITY RD,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,SAME DIRECTION SIDESWIPE,NLINDBERGHDRW11THST,1,NONE,2014-08-04 15:00:00,
BLOOMINGTON PD,B1407631,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,2125.0,HIGHLAND,AVE,,,,HIGHLAND AVE,,,,,Y,PRIVATE,,,39.14185333,-86.51425933,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,HIGHLANDAVE,1,LN CONTROL,2014-09-25 18:25:00,
BLOOMINGTON PD,72814218,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,WALNUT SPRINGS,DR,,,,WALNUT SPRINGS DR,BURKS,,,,Y,OTHER,,,39.12654027,-86.52873001,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,BURKSDRWALNUTSPRINGSDR,1,NONE,2014-07-28 19:42:00,
INDIANA UNIV BLOOMINGTON PD,142328,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,N EAGLESON AVE,AVE,,,,N EAGLESON AVE,E 7TH,,,,Y,OTHER,,,39.168944,-86.516016,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$1001 TO $2500,RIGHT ANGLE,E7THSTNEAGLESON AVEAVE,1,STOP SIGN,2014-09-08 16:16:00,
BLOOMINGTON PD,82614321,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD ST,GRANT,,,,Y,OTHER,,,39.16464,-86.529728,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,$1001 TO $2500,RIGHT ANGLE,3RDSTGRANTST,1,NONE,2014-08-26 21:40:00,
INDIANA UNIV BLOOMINGTON PD,151262,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,LAW,,,,Y,,500.0,N,39.17476808,-86.51466999,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,EAGLESON AVEAVELAWLN,1,NONE,2015-04-26 20:40:00,
BLOOMINGTON PD,B1418186,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,6TH,,,,,6TH,MADISON,,,,Y,,,,39.167664,-86.537296,LOCAL/CITY RD,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,UNDER $1001,SAME DIRECTION SIDESWIPE,6THSTMADISONST,1,STOP SIGN,2014-12-11 13:30:00,
MONROE SD,M15A9211,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,S FAIRFAX,RD,,,,S FAIRFAX,E RAMP CREEK,,,,Y,,,,39.07114998,-86.50319002,LOCAL/CITY RD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,LEFT TURN,ERAMPCREEKRDSFAIRFAXRD,1,STOP SIGN,2015-05-05 18:52:00,
BLOOMINGTON PD,B1541369,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,ST RD 37,RD,,,,ST RD 37,HILLVIEW,,,,Y,,,,39.207984,-86.529568,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$1001 TO $2500,RIGHT ANGLE,HILLVIEWDROLDSTATERD37RD,1,STOP SIGN,2015-09-28 17:20:00,
BLOOMINGTON PD,B1611668,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,W 2ND,ST,,,,W 2ND,S MORTON,,,,Y,,,,39.161472,-86.53624,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SMORTONSTW 2NDST,1,OTHER,2016-03-28 19:35:00,
BLOOMINGTON PD,B1648557,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,N MAPLE,ST,,,,N MAPLE,W 4TH,,,,Y,,,,39.165712,-86.542096,LOCAL/CITY RD,,N,Y,URBAN,N,Y,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,SAME DIRECTION SIDESWIPE,NMAPLESTW4THST,1,STOP SIGN,2016-12-06 08:56:00,
INDIANA UNIV BLOOMINGTON PD,170230,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,10TH,ST,,,,10TH,CAMPBELL,,,,Y,,,,39.17158999,-86.51394031,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,10THSTCAMPBELLDR,1,STOP SIGN,2017-01-29 14:25:00,
INDIANA UNIV BLOOMINGTON PD,162083,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,10TH,ST,,,,10TH,SUNRISE,,,,Y,,,,39.17157993,-86.51247985,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,UNDER $1001,RIGHT TURN,10THSTSUNRISEAVE,1,TRAFFIC CONTROL SIGNAL,2016-09-09 17:35:00,
BLOOMINGTON PD,B1632841,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,INDIANA,AVE,,,,INDIANA,KIRKWOOD,,,,Y,,,,39.16664,-86.526896,LOCAL/CITY RD,,,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,INDIANAAVEKIRKWOODAVE,1,STOP SIGN,2016-08-20 15:40:00,
BLOOMINGTON PD,B1733067,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,E 3RD,ST,,,,E 3RD,S WOODSCREST,,,,Y,,,,39.16427,-86.50253,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FIVE POINT OR MORE,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,E 3RDSTSWOODSCRESTDR,1,TRAFFIC CONTROL SIGNAL,2017-08-17 13:12:00,
BLOOMINGTON PD,B1706417,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,,0,0,,E KIRKWOOD,AVE,,,,E KIRKWOOD,S DUNN,,,,Y,,,,39.16664,-86.528192,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,EKIRKWOODAVESDUNNST,1,STOP SIGN,2017-02-20 17:14:00,
INDIANA UNIV BLOOMINGTON PD,171120,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,S EAGLESON AVE,AVE,,,,S EAGLESON AVE,E ATWATER,,,,Y,,,,39.163168,-86.516384,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,$2501 TO $5000,LEFT TURN,EATWATERAVESEAGLESON AVEAVE,1,TRAFFIC CONTROL SIGNAL,2017-04-27 00:15:00,
INDIANA UNIV BLOOMINGTON PD,172584,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,10TH,ST,,,,10TH,FEE,,,,Y,,80.0,E,39.17158095,-86.51840575,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,$1001 TO $2500,SAME DIRECTION SIDESWIPE,10THSTFEELN,1,NONE,2017-10-26 14:27:00,
BLOOMINGTON PD,B1743062,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,3RD,ST,,,,3RD,LANDMARK,,,,Y,,,,39.16443,-86.55631,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,LEFT/RIGHT TURN,3RDSTLANDMARKAVE,1,TRAFFIC CONTROL SIGNAL,2017-10-19 15:29:00,
BLOOMINGTON PD,B1813427,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 7TH,ST,,,,E 7TH,,,,,Y,,,,39.167648,-86.500096,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E7THSTST RD 46N,1,STOP SIGN,2018-04-05 15:37:00,
BLOOMINGTON PD,B1813421,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,S WALNUT,ST,,,,S WALNUT,W COUNTRY CLUB,,,,Y,,,,39.1361,-86.531055,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SWALNUTSTWCOUNTRYCLUBRD,1,TRAFFIC CONTROL SIGNAL,2018-04-05 14:43:00,
BLOOMINGTON PD,B1818063,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,0.0,0,0,105.0,E WINSLOW,RD,,,,E WINSLOW,,,,,Y,,,,39.13657,-86.53004,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,$1001 TO $2500,RIGHT ANGLE,EWINSLOWRD,0,NONE,2018-05-04 10:50:00,
BLOOMINGTON PD,B1843162,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,E MILLER,DR,,,,E MILLER,S WALNUT,,,,Y,,,,39.146944,-86.532544,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,EASTMILLERDRSOUTHWALNUTST,1,TRAFFIC CONTROL SIGNAL,2018-10-19 20:20:00,
BLOOMINGTON PD,B1832587,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,W 3RD,ST,,,,W 3RD,ST RD 37,,,,Y,,,,39.164752,-86.573104,LOCAL/CITY RD,,N,Y,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,ST RD 37W 3RDST,1,YIELD SIGN,2018-08-13 08:45:00,
INDIANA UNIV BLOOMINGTON PD,181774,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,ATWATER,,,,Y,,,,39.1631,-86.5164,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,ATWATERAVEEAGLESON AVEAVE,1,TRAFFIC CONTROL SIGNAL,2018-08-22 19:55:00,
BLOOMINGTON PD,B1820609,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,W 1ST,ST,,,,W 1ST,S MORTON,,,,Y,,,,39.159472,-86.536272,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SMORTONSTW1STST,1,NONE,2018-05-22 18:00:00,
BLOOMINGTON PD,B1845850,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,HIGH,ST,,,,HIGH,3RD,,,,Y,,50.0,S,39.15888284,-86.508365,LOCAL/CITY RD,,N,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,HIGHST3RDST,1,NONE,2018-11-06 16:16:00,
BLOOMINGTON PD,B1827923,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0,0,,WALNUT,ST,,,,WALNUT,ALLEN,,,,Y,,,,39.155648,-86.5336,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,ALLENSTWALNUTST,1,OTHER,2018-07-13 08:50:00,
BLOOMINGTON PD,B1920140,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,E 10TH,ST,,,,E 10TH,N DUNN,,,,Y,,,,39.17168,-86.528256,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,EAST10THSTNORTHDUNNST,1,STOP SIGN,2019-05-17 17:27:00,
INDIANA UNIV BLOOMINGTON PD,190389,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0,0,,TENTH,ST,,,,TENTH,UNION,,,,Y,,500.0,W,39.17157,-86.50930674,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,LEFT TURN,TENTHSTUNIONST,1,NONE,2019-02-12 17:30:00,
INDIANA UNIV BLOOMINGTON PD,190495,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0,0,,10TH,ST,,,,E 10TH,SUNRISE,,,,Y,,,,39.17158,-86.51248,LOCAL/CITY RD,Y,N,Y,URBAN,N,Y,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,E 10THSTNSUNRISEDR,1,TRAFFIC CONTROL SIGNAL,2019-02-23 18:30:00,
